"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"THFF","","","","","","",""
"THD","","","","","","",""
"THCX","","","","","","",""
"THCBW","","","","","","",""
"THCBU","","","","","","",""
"THCB","","","","","","",""
"THCAW","","","","","","",""
"THCAU","","","","","","",""
"THCA","","","","","","",""
"THC","","","","","","",""
"THBRW","","","","","","",""
"THBRU","","","","","","",""
"THBR","","","","","","",""
"TH","","","","","","",""
"TGTX","","","","","","",""
"TGT","","","","","","",""
"TGS","","","","","","",""
"TGRW","","","","","","",""
"TGP","","","","","","",""
"TGNA","","","","","","",""
"TGLS","","","","","","",""
"TGIF","","","","","","",""
"TGI","","","","","","",""
"TGH","","","","","","",""
"TGC","","","","","","",""
"TGB","","","","","","",""
"TGA","","","","","","",""
"TG","","","","","","",""
"TFX","","","","","","",""
"TFSL","","","","","","",""
"TFLT","","","","","","",""
"TFLO","","","","","","",""
"TFJL","","","","","","",""
"TFIV","","","","","","",""
"TFII","","","","","","",""
"TFI","","","","","","",""
"TFFP","","","","","","",""
"TFC","","","","","","",""
"TEX","","","","","","",""
"TEVA","","","","","","",""
"TESS","","","","","","",""
"TERM","","","","","","",""
"TER","","","","","","",""
"TEQI","","","","","","",""
"TEO","","","","","","",""
"TENX","","","","","","",""
"TENB","","","","","","",""
"TEN","","","","","","",""
"TELL","","","","","","",""
"TELA","","","","","","",""
"TEL","","","","","","",""
"TEKKU","","","","","","",""
"TEI","","","","","","",""
"TEGS","","","","","","",""
"TEF","","","","","","",""
"TEDU","","","","","","",""
"TECTP","","","","","","",""
"TECS","","","","","","",""
"TECL","","","","","","",""
"TECK","","","","","","",""
"TECH","","","","","","",""
"TECB","","","","","","",""
"TEAM","","","","","","",""
"TEAF","","","","","","",""
"TDY","","","","","","",""
"TDW","","","","","","",""
"TDVG","","","","","","",""
"TDV","","","","","","",""
"TDTT","","","","","","",""
"TDTF","","","","","","",""
"TDSE","","","","","","",""
"TDSD","","","","","","",""
"TDSC","","","","","","",""
"TDSB","","","","","","",""
"TDSA","","","","","","",""
"TDS","","","","","","",""
"TDOC","","","","","","",""
"TDJ","","","","","","",""
"TDIV","","","","","","",""
"TDI","","","","","","",""
"TDG","","","","","","",""
"TDF","","","","","","",""
"TDE","","","","","","",""
"TDC","","","","","","",""
"TDACW","","","","","","",""
"TDACU","","","","","","",""
"TDAC","","","","","","",""
"TDA","","","","","","",""
"TD","","","","","","",""
"TCX","","","","","","",""
"TCTL","","","","","","",""
"TCS","","","","","","",""
"TCRR","","","","","","",""
"TCPC","","","","","","",""
"TCP","","","","","","",""
"TCON","","","","","","",""
"TCOM","","","","","","",""
"TCO","","","","","","",""
"TCMD","","","","","","",""
"TCI","","","","","","",""
"TCHP","","","","","","",""
"TCFCP","","","","","","",""
"TCFC","","","","","","",""
"TCF","","","","","","",""
"TCDA","","","","","","",""
"TCCO","","","","","","",""
"TCBK","","","","","","",""
"TCBIP","","","","","","",""
"TCBIL","","","","","","",""
"TCBI","","","","","","",""
"TC","","","","","","",""
"TBX","","","","","","",""
"TBT","","","","","","",""
"TBPH","","","","","","",""
"TBNK","","","","","","",""
"TBLTW","","","","","","",""
"TBLT","","","","","","",""
"TBKCP","","","","","","",""
"TBK","","","","","","",""
"TBJL","","","","","","",""
"TBIO","","","","","","",""
"TBI","","","","","","",""
"TBF","","","","","","",""
"TBC","","","","","","",""
"TBBK","","","","","","",""
"TBB","","","","","","",""
"TAYD","","","","","","",""
"TAXF","","","","","","",""
"TATT","","","","","","",""
"TAT","","","","","","",""
"TAST","","","","","","",""
"TARS","","","","","","",""
"TARO","","","","","","",""
"TARA","","","","","","",""
"TAPR","","","","","","",""
"TAP","","","","","","",""
"TAOP","","","","","","",""
"TANNZ","","","","","","",""
"TANNL","","","","","","",""
"TANNI","","","","","","",""
"TANH","","","","","","",""
"TAN","","","","","","",""
"TALO","","","","","","",""
"TAL","","","","","","",""
"TAK","","","","","","",""
"TAIT","","","","","","",""
"TAIL","","","","","","",""
"TAGS","","","","","","",""
"TAEQ","","","","","","",""
"TADS","","","","","","",""
"TACT","","","","","","",""
"TACO","","","","","","",""
"TACE","","","","","","",""
"TAC","","","","","","",""
"TAAG","","","","","","",""
"TA","","","","","","",""
"T","","","","","","",""
"SZNE","","","","","","",""
"SZK","","","","","","",""
"SZC","","","","","","",""
"SYY","","","","","","",""
"SYX","","","","","","",""
"SYV","","","","","","",""
"SYTAW","","","","","","",""
"SYTA","","","","","","",""
"SYRS","","","","","","",""
"SYPR","","","","","","",""
"SYNL","","","","","","",""
"SYNH","","","","","","",""
"SYNC","","","","","","",""
"SYNA","","","","","","",""
"SYN","","","","","","",""
"SYLD","","","","","","",""
"SYKE","","","","","","",""
"SYK","","","","","","",""
"SYG","","","","","","",""
"SYF","","","","","","",""
"SYE","","","","","","",""
"SYBX","","","","","","",""
"SYBT","","","","","","",""
"SY","","","","","","",""
"SXTC","","","","","","",""
"SXT","","","","","","",""
"SXI","","","","","","",""
"SXC","","","","","","",""
"SWZ","","","","","","",""
"SWX","","","","","","",""
"SWTX","","","","","","",""
"SWT","","","","","","",""
"SWN","","","","","","",""
"SWM","","","","","","",""
"SWKS","","","","","","",""
"SWKH","","","","","","",""
"SWK","","","","","","",""
"SWIR","","","","","","",""
"SWI","","","","","","",""
"SWCH","","","","","","",""
"SWBI","","","","","","",""
"SWAV","","","","","","",""
"SWAN","","","","","","",""
"SVXY","","","","","","",""
"SVVC","","","","","","",""
"SVT","","","","","","",""
"SVRA","","","","","","",""
"SVMK","","","","","","",""
"SVM","","","","","","",""
"SVC","","","","","","",""
"SVBI","","","","","","",""
"SVAL","","","","","","",""
"SVACW","","","","","","",""
"SVACU","","","","","","",""
"SVAC","","","","","","",""
"SVA","","","","","","",""
"SUZ","","","","","","",""
"SUSL","","","","","","",""
"SUSC","","","","","","",""
"SUSB","","","","","","",""
"SUSA","","","","","","",""
"SURF","","","","","","",""
"SUPV","","","","","","",""
"SUPN","","","","","","",""
"SUP","","","","","","",""
"SUNW","","","","","","",""
"SUNS","","","","","","",""
"SUN","","","","","","",""
"SUMR","","","","","","",""
"SUMO","","","","","","",""
"SUM","","","","","","",""
"SULR","","","","","","",""
"SUI","","","","","","",""
"SUB","","","","","","",""
"SU","","","","","","",""
"STZ","","","","","","",""
"STXS","","","","","","",""
"STXB","","","","","","",""
"STX","","","","","","",""
"STWOW","","","","","","",""
"STWOU","","","","","","",""
"STWO","","","","","","",""
"STWD","","","","","","",""
"STTK","","","","","","",""
"STT","","","","","","",""
"STSB","","","","","","",""
"STSA","","","","","","",""
"STRT","","","","","","",""
"STRS","","","","","","",""
"STRO","","","","","","",""
"STRM","","","","","","",""
"STRL","","","","","","",""
"STRA","","","","","","",""
"STPZ","","","","","","",""
"STPK","","","","","","",""
"STOT","","","","","","",""
"STOR","","","","","","",""
"STON","","","","","","",""
"STOK","","","","","","",""
"STNG","","","","","","",""
"STNE","","","","","","",""
"STND","","","","","","",""
"STN","","","","","","",""
"STMP","","","","","","",""
"STMB","","","","","","",""
"STM","","","","","","",""
"STLV","","","","","","",""
"STLG","","","","","","",""
"STLD","","","","","","",""
"STLC","","","","","","",""
"STL","","","","","","",""
"STKS","","","","","","",""
"STKL","","","","","","",""
"STK","","","","","","",""
"STIP","","","","","","",""
"STIM","","","","","","",""
"STG","","","","","","",""
"STFC","","","","","","",""
"STEP","","","","","","",""
"STE","","","","","","",""
"STCN","","","","","","",""
"STC","","","","","","",""
"STBA","","","","","","",""
"STAY","","","","","","",""
"STAR","","","","","","",""
"STAG","","","","","","",""
"STAF","","","","","","",""
"STAA","","","","","","",""
"ST","","","","","","",""
"SSYS","","","","","","",""
"SSY","","","","","","",""
"SSUS","","","","","","",""
"SSTK","","","","","","",""
"SSTI","","","","","","",""
"SSSS","","","","","","",""
"SSRM","","","","","","",""
"SSPY","","","","","","",""
"SSPKW","","","","","","",""
"SSPKU","","","","","","",""
"SSPK","","","","","","",""
"SSP","","","","","","",""
"SSO","","","","","","",""
"SSNT","","","","","","",""
"SSNC","","","","","","",""
"SSLY","","","","","","",""
"SSL","","","","","","",""
"SSKN","","","","","","",""
"SSG","","","","","","",""
"SSD","","","","","","",""
"SSBI","","","","","","",""
"SSB","","","","","","",""
"SRVR","","","","","","",""
"SRV","","","","","","",""
"SRTY","","","","","","",""
"SRTS","","","","","","",""
"SRT","","","","","","",""
"SRSAU","","","","","","",""
"SRS","","","","","","",""
"SRRK","","","","","","",""
"SRRA","","","","","","",""
"SRPT","","","","","","",""
"SRNE","","","","","","",""
"SRLP","","","","","","",""
"SRLN","","","","","","",""
"SRL","","","","","","",""
"SRI","","","","","","",""
"SRGA","","","","","","",""
"SRG","","","","","","",""
"SREV","","","","","","",""
"SRET","","","","","","",""
"SREA","","","","","","",""
"SRE","","","","","","",""
"SRDX","","","","","","",""
"SRCL","","","","","","",""
"SRCE","","","","","","",""
"SRC","","","","","","",""
"SRAX","","","","","","",""
"SRACW","","","","","","",""
"SRACU","","","","","","",""
"SRAC","","","","","","",""
"SR","","","","","","",""
"SQZ","","","","","","",""
"SQQQ","","","","","","",""
"SQNS","","","","","","",""
"SQM","","","","","","",""
"SQLV","","","","","","",""
"SQFT","","","","","","",""
"SQEW","","","","","","",""
"SQBG","","","","","","",""
"SQ","","","","","","",""
"SPYX","","","","","","",""
"SPYV","","","","","","",""
"SPYG","","","","","","",""
"SPYD","","","","","","",""
"SPYC","","","","","","",""
"SPY","","","","","","",""
"SPXX","","","","","","",""
"SPXV","","","","","","",""
"SPXU","","","","","","",""
"SPXT","","","","","","",""
"SPXS","","","","","","",""
"SPXN","","","","","","",""
"SPXL","","","","","","",""
"SPXE","","","","","","",""
"SPXC","","","","","","",""
"SPXB","","","","","","",""
"SPWR","","","","","","",""
"SPWH","","","","","","",""
"SPVU","","","","","","",""
"SPVM","","","","","","",""
"SPUU","","","","","","",""
"SPUS","","","","","","",""
"SPUC","","","","","","",""
"SPTS","","","","","","",""
"SPTN","","","","","","",""
"SPTM","","","","","","",""
"SPTL","","","","","","",""
"SPTI","","","","","","",""
"SPT","","","","","","",""
"SPSM","","","","","","",""
"SPSK","","","","","","",""
"SPSC","","","","","","",""
"SPSB","","","","","","",""
"SPRT","","","","","","",""
"SPRO","","","","","","",""
"SPRB","","","","","","",""
"SPR","","","","","","",""
"SPQQ","","","","","","",""
"SPPP","","","","","","",""
"SPPI","","","","","","",""
"SPOT","","","","","","",""
"SPOK","","","","","","",""
"SPNS","","","","","","",""
"SPNE","","","","","","",""
"SPMV","","","","","","",""
"SPMO","","","","","","",""
"SPMD","","","","","","",""
"SPMB","","","","","","",""
"SPLV","","","","","","",""
"SPLP","","","","","","",""
"SPLK","","","","","","",""
"SPLG","","","","","","",""
"SPLB","","","","","","",""
"SPKEP","","","","","","",""
"SPKE","","","","","","",""
"SPIP","","","","","","",""
"SPIB","","","","","","",""
"SPI","","","","","","",""
"SPHY","","","","","","",""
"SPHQ","","","","","","",""
"SPHD","","","","","","",""
"SPHB","","","","","","",""
"SPH","","","","","","",""
"SPGP","","","","","","",""
"SPGM","","","","","","",""
"SPGI","","","","","","",""
"SPG","","","","","","",""
"SPFI","","","","","","",""
"SPFF","","","","","","",""
"SPEU","","","","","","",""
"SPEM","","","","","","",""
"SPE","","","","","","",""
"SPDW","","","","","","",""
"SPDV","","","","","","",""
"SPDN","","","","","","",""
"SPD","","","","","","",""
"SPCE","","","","","","",""
"SPCB","","","","","","",""
"SPBO","","","","","","",""
"SPB","","","","","","",""
"SPAK","","","","","","",""
"SPAB","","","","","","",""
"SP","","","","","","",""
"SOYB","","","","","","",""
"SOXX","","","","","","",""
"SOXS","","","","","","",""
"SOXL","","","","","","",""
"SOVB","","","","","","",""
"SOS","","","","","","",""
"SOR","","","","","","",""
"SONO","","","","","","",""
"SONN","","","","","","",""
"SONM","","","","","","",""
"SONA","","","","","","",""
"SON","","","","","","",""
"SOLY","","","","","","",""
"SOLOW","","","","","","",""
"SOLO","","","","","","",""
"SOLN","","","","","","",""
"SOL","","","","","","",""
"SOJE","","","","","","",""
"SOJD","","","","","","",""
"SOJC","","","","","","",""
"SOJB","","","","","","",""
"SOI","","","","","","",""
"SOHU","","","","","","",""
"SOHOO","","","","","","",""
"SOHON","","","","","","",""
"SOHOB","","","","","","",""
"SOHO","","","","","","",""
"SOGO","","","","","","",""
"SOCL","","","","","","",""
"SOAC","","","","","","",""
"SO","","","","","","",""
"SNY","","","","","","",""
"SNX","","","","","","",""
"SNV","","","","","","",""
"SNUG","","","","","","",""
"SNSS","","","","","","",""
"SNSR","","","","","","",""
"SNR","","","","","","",""
"SNPS","","","","","","",""
"SNPR","","","","","","",""
"SNPE","","","","","","",""
"SNP","","","","","","",""
"SNOW","","","","","","",""
"SNOA","","","","","","",""
"SNN","","","","","","",""
"SNMP","","","","","","",""
"SNLN","","","","","","",""
"SNGXW","","","","","","",""
"SNGX","","","","","","",""
"SNFCA","","","","","","",""
"SNEX","","","","","","",""
"SNES","","","","","","",""
"SNE","","","","","","",""
"SNDX","","","","","","",""
"SNDR","","","","","","",""
"SNDL","","","","","","",""
"SNDE","","","","","","",""
"SND","","","","","","",""
"SNCR","","","","","","",""
"SNCA","","","","","","",""
"SNBR","","","","","","",""
"SNBP","","","","","","",""
"SNAP","","","","","","",""
"SNA","","","","","","",""
"SMTX","","","","","","",""
"SMTS","","","","","","",""
"SMTI","","","","","","",""
"SMTC","","","","","","",""
"SMSI","","","","","","",""
"SMPL","","","","","","",""
"SMP","","","","","","",""
"SMOG","","","","","","",""
"SMN","","","","","","",""
"SMMV","","","","","","",""
"SMMU","","","","","","",""
"SMMT","","","","","","",""
"SMMF","","","","","","",""
"SMMD","","","","","","",""
"SMMCW","","","","","","",""
"SMMCU","","","","","","",""
"SMMC","","","","","","",""
"SMM","","","","","","",""
"SMLV","","","","","","",""
"SMLP","","","","","","",""
"SMLF","","","","","","",""
"SMIT","","","","","","",""
"SMIN","","","","","","",""
"SMID","","","","","","",""
"SMHI","","","","","","",""
"SMHB","","","","","","",""
"SMH","","","","","","",""
"SMG","","","","","","",""
"SMFG","","","","","","",""
"SMEZ","","","","","","",""
"SMED","","","","","","",""
"SMDY","","","","","","",""
"SMDV","","","","","","",""
"SMDD","","","","","","",""
"SMCP","","","","","","",""
"SMCI","","","","","","",""
"SMBK","","","","","","",""
"SMBC","","","","","","",""
"SMB","","","","","","",""
"SMAR","","","","","","",""
"SM","","","","","","",""
"SLYV","","","","","","",""
"SLYG","","","","","","",""
"SLY","","","","","","",""
"SLX","","","","","","",""
"SLVP","","","","","","",""
"SLVO","","","","","","",""
"SLV","","","","","","",""
"SLT","","","","","","",""
"SLS","","","","","","",""
"SLRX","","","","","","",""
"SLRC","","","","","","",""
"SLQT","","","","","","",""
"SLQD","","","","","","",""
"SLP","","","","","","",""
"SLNO","","","","","","",""
"SLN","","","","","","",""
"SLMBP","","","","","","",""
"SLM","","","","","","",""
"SLGN","","","","","","",""
"SLGL","","","","","","",""
"SLGG","","","","","","",""
"SLG","","","","","","",""
"SLF","","","","","","",""
"SLDB","","","","","","",""
"SLCT","","","","","","",""
"SLCA","","","","","","",""
"SLB","","","","","","",""
"SLAB","","","","","","",""
"SKYY","","","","","","",""
"SKYW","","","","","","",""
"SKY","","","","","","",""
"SKX","","","","","","",""
"SKT","","","","","","",""
"SKOR","","","","","","",""
"SKM","","","","","","",""
"SKF","","","","","","",""
"SJW","","","","","","",""
"SJT","","","","","","",""
"SJR","","","","","","",""
"SJNK","","","","","","",""
"SJM","","","","","","",""
"SJIU","","","","","","",""
"SJIJ","","","","","","",""
"SJI","","","","","","",""
"SJB","","","","","","",""
"SJ","","","","","","",""
"SIZE","","","","","","",""
"SIXS","","","","","","",""
"SIXL","","","","","","",""
"SIXH","","","","","","",""
"SIXA","","","","","","",""
"SIX","","","","","","",""
"SIVR","","","","","","",""
"SIVBP","","","","","","",""
"SIVB","","","","","","",""
"SITM","","","","","","",""
"SITE","","","","","","",""
"SITC","","","","","","",""
"SIRI","","","","","","",""
"SIOX","","","","","","",""
"SINT","","","","","","",""
"SINO","","","","","","",""
